[16:15:35:913]	[OPER] Start> Initialize
[23:27:30:881]	[SEND] PLACE 11 SLOT 3 ARM B
[23:27:30:950]	[RECV] _ACK
[23:27:38:865]	[RECV] _RDY
[23:27:38:867]	[OPER] End > Place, Result : Completed
[23:27:38:882]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 5
[23:27:38:891]	[SEND] PICK 11 SLOT 6 ARM A
[23:27:38:958]	[RECV] _ACK
[23:27:45:810]	[RECV] _RDY
[23:27:45:812]	[OPER] End > Pick, Result : Completed
[23:27:45:950]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[23:27:45:952]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[23:27:46:030]	[RECV] _ACK
[23:27:48:932]	[RECV] _RDY
[23:27:48:934]	[OPER] End > ApproachForPlace, Result : Completed
[23:27:49:049]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 5
[23:27:49:053]	[SEND] PLACE 14 SLOT 1 ARM A
[23:27:49:124]	[RECV] _ACK
[23:27:53:626]	[RECV] _RDY
[23:27:53:628]	[OPER] End > Place, Result : Completed
[23:27:53:763]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:27:53:765]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[23:27:53:842]	[RECV] _ACK
[23:27:56:953]	[RECV] _RDY
[23:27:56:953]	[OPER] End > ApproachForPick, Result : Completed
[23:27:57:075]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:27:57:083]	[SEND] PICK 16 SLOT 1 ARM B
[23:27:57:149]	[RECV] _ACK
[23:28:00:259]	[RECV] _RDY
[23:28:00:260]	[OPER] End > Pick, Result : Completed
[23:28:00:387]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 11
[23:28:00:391]	[SEND] PLACE 9 SLOT 12 ARM B
[23:28:00:460]	[RECV] _ACK
[23:28:08:382]	[RECV] _RDY
[23:28:08:383]	[OPER] End > Place, Result : Completed
[23:28:08:398]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 5
[23:28:08:406]	[SEND] PICK 4 SLOT 6 ARM A
[23:28:08:470]	[RECV] _ACK
[23:28:15:256]	[RECV] _RDY
[23:28:15:256]	[OPER] End > Pick, Result : Completed
[23:28:15:383]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[23:28:15:385]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[23:28:15:463]	[RECV] _ACK
[23:28:18:365]	[RECV] _RDY
[23:28:18:366]	[OPER] End > ApproachForPlace, Result : Completed
[23:28:18:487]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 5
[23:28:18:491]	[SEND] PLACE 13 SLOT 1 ARM A
[23:28:18:561]	[RECV] _ACK
[23:28:23:068]	[RECV] _RDY
[23:28:23:069]	[OPER] End > Place, Result : Completed
[23:28:23:206]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:28:23:208]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[23:28:23:288]	[RECV] _ACK
[23:28:26:397]	[RECV] _RDY
[23:28:26:399]	[OPER] End > ApproachForPick, Result : Completed
[23:28:26:512]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:28:26:520]	[SEND] PICK 15 SLOT 1 ARM B
[23:28:26:589]	[RECV] _ACK
[23:28:29:702]	[RECV] _RDY
[23:28:29:703]	[OPER] End > Pick, Result : Completed
[23:28:29:822]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 3
[23:28:29:826]	[SEND] PLACE 11 SLOT 4 ARM B
[23:28:29:896]	[RECV] _ACK
[23:28:37:816]	[RECV] _RDY
[23:28:37:816]	[OPER] End > Place, Result : Completed
[23:28:37:832]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 6
[23:28:37:840]	[SEND] PICK 11 SLOT 7 ARM A
[23:28:37:906]	[RECV] _ACK
[23:28:44:764]	[RECV] _RDY
[23:28:44:764]	[OPER] End > Pick, Result : Completed
[23:28:44:888]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[23:28:44:891]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[23:28:44:970]	[RECV] _ACK
[23:28:47:872]	[RECV] _RDY
[23:28:47:872]	[OPER] End > ApproachForPlace, Result : Completed
[23:28:47:992]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 6
[23:28:47:997]	[SEND] PLACE 14 SLOT 1 ARM A
[23:28:48:066]	[RECV] _ACK
[23:28:52:569]	[RECV] _RDY
[23:28:52:571]	[OPER] End > Place, Result : Completed
[23:28:52:707]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:28:52:709]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[23:28:52:788]	[RECV] _ACK
[23:28:55:896]	[RECV] _RDY
[23:28:55:897]	[OPER] End > ApproachForPick, Result : Completed
[23:28:56:020]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:28:56:028]	[SEND] PICK 16 SLOT 1 ARM B
[23:28:56:096]	[RECV] _ACK
[23:28:59:198]	[RECV] _RDY
[23:28:59:199]	[OPER] End > Pick, Result : Completed
[23:28:59:332]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 12
[23:28:59:336]	[SEND] PLACE 9 SLOT 13 ARM B
[23:28:59:405]	[RECV] _ACK
[23:29:07:330]	[RECV] _RDY
[23:29:07:332]	[OPER] End > Place, Result : Completed
[23:29:07:348]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 6
[23:29:07:356]	[SEND] PICK 4 SLOT 7 ARM A
[23:29:07:422]	[RECV] _ACK
[23:29:13:810]	[RECV] _RDY
[23:29:13:811]	[OPER] End > Pick, Result : Completed
[23:29:13:943]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[23:29:13:945]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[23:29:14:023]	[RECV] _ACK
[23:29:16:926]	[RECV] _RDY
[23:29:16:927]	[OPER] End > ApproachForPlace, Result : Completed
[23:29:17:046]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 6
[23:29:17:050]	[SEND] PLACE 13 SLOT 1 ARM A
[23:29:17:120]	[RECV] _ACK
[23:29:21:639]	[RECV] _RDY
[23:29:21:640]	[OPER] End > Place, Result : Completed
[23:29:21:778]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:29:21:780]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[23:29:21:859]	[RECV] _ACK
[23:29:24:971]	[RECV] _RDY
[23:29:24:972]	[OPER] End > ApproachForPick, Result : Completed
[23:29:25:088]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:29:25:096]	[SEND] PICK 15 SLOT 1 ARM B
[23:29:25:163]	[RECV] _ACK
[23:29:28:254]	[RECV] _RDY
[23:29:28:256]	[OPER] End > Pick, Result : Completed
[23:29:28:388]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 4
[23:29:28:393]	[SEND] PLACE 11 SLOT 5 ARM B
[23:29:28:462]	[RECV] _ACK
[23:29:36:374]	[RECV] _RDY
[23:29:36:375]	[OPER] End > Place, Result : Completed
[23:29:36:391]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 7
[23:29:36:399]	[SEND] PICK 11 SLOT 8 ARM A
[23:29:36:466]	[RECV] _ACK
[23:29:42:927]	[RECV] _RDY
[23:29:42:928]	[OPER] End > Pick, Result : Completed
[23:29:43:067]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[23:29:43:069]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[23:29:43:147]	[RECV] _ACK
[23:29:46:050]	[RECV] _RDY
[23:29:46:052]	[OPER] End > ApproachForPlace, Result : Completed
[23:29:46:171]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 7
[23:29:46:175]	[SEND] PLACE 14 SLOT 1 ARM A
[23:29:46:243]	[RECV] _ACK
[23:29:50:753]	[RECV] _RDY
[23:29:50:753]	[OPER] End > Place, Result : Completed
[23:29:50:884]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:29:50:886]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[23:29:50:963]	[RECV] _ACK
[23:29:54:070]	[RECV] _RDY
[23:29:54:071]	[OPER] End > ApproachForPick, Result : Completed
[23:29:54:189]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:29:54:197]	[SEND] PICK 16 SLOT 1 ARM B
[23:29:54:264]	[RECV] _ACK
[23:29:57:368]	[RECV] _RDY
[23:29:57:368]	[OPER] End > Pick, Result : Completed
[23:29:57:504]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 1
[23:29:57:508]	[SEND] PLACE 9 SLOT 2 ARM B
[23:29:57:575]	[RECV] _ACK
[23:30:05:495]	[RECV] _RDY
[23:30:05:495]	[OPER] End > Place, Result : Completed
[23:30:05:510]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 7
[23:30:05:518]	[SEND] PICK 4 SLOT 8 ARM A
[23:30:05:583]	[RECV] _ACK
[23:30:12:542]	[RECV] _RDY
[23:30:12:542]	[OPER] End > Pick, Result : Completed
[23:30:12:667]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[23:30:12:669]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[23:30:12:748]	[RECV] _ACK
[23:30:15:649]	[RECV] _RDY
[23:30:15:650]	[OPER] End > ApproachForPlace, Result : Completed
[23:30:15:770]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 7
[23:30:15:774]	[SEND] PLACE 13 SLOT 1 ARM A
[23:30:15:844]	[RECV] _ACK
[23:30:20:364]	[RECV] _RDY
[23:30:20:365]	[OPER] End > Place, Result : Completed
[23:30:20:491]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:30:20:493]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[23:30:20:570]	[RECV] _ACK
[23:30:23:682]	[RECV] _RDY
[23:30:23:682]	[OPER] End > ApproachForPick, Result : Completed
[23:30:23:796]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:30:23:804]	[SEND] PICK 15 SLOT 1 ARM B
[23:30:23:870]	[RECV] _ACK
[23:30:26:993]	[RECV] _RDY
[23:30:26:995]	[OPER] End > Pick, Result : Completed
[23:30:27:127]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 5
[23:30:27:132]	[SEND] PLACE 11 SLOT 6 ARM B
[23:30:27:201]	[RECV] _ACK
[23:30:35:120]	[RECV] _RDY
[23:30:35:121]	[OPER] End > Place, Result : Completed
[23:30:35:137]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 8
[23:30:35:145]	[SEND] PICK 11 SLOT 9 ARM A
[23:30:35:211]	[RECV] _ACK
[23:30:42:053]	[RECV] _RDY
[23:30:42:053]	[OPER] End > Pick, Result : Completed
[23:30:42:184]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[23:30:42:186]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[23:30:42:265]	[RECV] _ACK
[23:30:45:167]	[RECV] _RDY
[23:30:45:169]	[OPER] End > ApproachForPlace, Result : Completed
[23:30:45:288]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 8
[23:30:45:292]	[SEND] PLACE 14 SLOT 1 ARM A
[23:30:45:362]	[RECV] _ACK
[23:30:49:863]	[RECV] _RDY
[23:30:49:865]	[OPER] End > Place, Result : Completed
[23:30:49:991]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:30:49:993]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[23:30:50:071]	[RECV] _ACK
[23:30:53:178]	[RECV] _RDY
[23:30:53:178]	[OPER] End > ApproachForPick, Result : Completed
[23:30:53:297]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:30:53:305]	[SEND] PICK 16 SLOT 1 ARM B
[23:30:53:372]	[RECV] _ACK
[23:30:56:489]	[RECV] _RDY
[23:30:56:490]	[OPER] End > Pick, Result : Completed
[23:30:56:614]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 2
[23:30:56:618]	[SEND] PLACE 9 SLOT 3 ARM B
[23:30:56:686]	[RECV] _ACK
[23:31:04:600]	[RECV] _RDY
[23:31:04:601]	[OPER] End > Place, Result : Completed
[23:31:04:616]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 8
[23:31:04:625]	[SEND] PICK 4 SLOT 9 ARM A
[23:31:04:690]	[RECV] _ACK
[23:31:11:695]	[RECV] _RDY
[23:31:11:697]	[OPER] End > Pick, Result : Completed
[23:31:11:822]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[23:31:11:824]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[23:31:11:903]	[RECV] _ACK
[23:31:14:806]	[RECV] _RDY
[23:31:14:806]	[OPER] End > ApproachForPlace, Result : Completed
[23:31:14:918]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 8
[23:31:14:922]	[SEND] PLACE 13 SLOT 1 ARM A
[23:31:14:991]	[RECV] _ACK
[23:31:19:509]	[RECV] _RDY
[23:31:19:509]	[OPER] End > Place, Result : Completed
[23:31:19:644]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:31:19:646]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[23:31:19:725]	[RECV] _ACK
[23:31:22:835]	[RECV] _RDY
[23:31:22:835]	[OPER] End > ApproachForPick, Result : Completed
[23:31:22:950]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:31:22:958]	[SEND] PICK 15 SLOT 1 ARM B
[23:31:23:026]	[RECV] _ACK
[23:31:26:129]	[RECV] _RDY
[23:31:26:129]	[OPER] End > Pick, Result : Completed
[23:31:26:263]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 6
[23:31:26:267]	[SEND] PLACE 11 SLOT 7 ARM B
[23:31:26:335]	[RECV] _ACK
[23:31:34:254]	[RECV] _RDY
[23:31:34:255]	[OPER] End > Place, Result : Completed
[23:31:34:270]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 9
[23:31:34:278]	[SEND] PICK 11 SLOT 10 ARM A
[23:31:34:347]	[RECV] _ACK
[23:31:40:836]	[RECV] _RDY
[23:31:40:836]	[OPER] End > Pick, Result : Completed
[23:31:40:960]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[23:31:40:962]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[23:31:41:040]	[RECV] _ACK
[23:31:43:943]	[RECV] _RDY
[23:31:43:945]	[OPER] End > ApproachForPlace, Result : Completed
[23:31:44:065]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 9
[23:31:44:069]	[SEND] PLACE 14 SLOT 1 ARM A
[23:31:44:138]	[RECV] _ACK
[23:31:48:633]	[RECV] _RDY
[23:31:48:635]	[OPER] End > Place, Result : Completed
[23:31:48:759]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:31:48:761]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[23:31:48:838]	[RECV] _ACK
[23:31:51:947]	[RECV] _RDY
[23:31:51:947]	[OPER] End > ApproachForPick, Result : Completed
[23:31:52:059]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:31:52:067]	[SEND] PICK 16 SLOT 1 ARM B
[23:31:52:134]	[RECV] _ACK
[23:31:55:234]	[RECV] _RDY
[23:31:55:235]	[OPER] End > Pick, Result : Completed
[23:31:55:371]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 3
[23:31:55:375]	[SEND] PLACE 9 SLOT 4 ARM B
[23:31:55:443]	[RECV] _ACK
[23:32:03:365]	[RECV] _RDY
[23:32:03:367]	[OPER] End > Place, Result : Completed
[23:32:03:383]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 9
[23:32:03:391]	[SEND] PICK 4 SLOT 10 ARM A
[23:32:03:459]	[RECV] _ACK
[23:32:10:484]	[RECV] _RDY
[23:32:10:485]	[OPER] End > Pick, Result : Completed
[23:32:10:615]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[23:32:10:618]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[23:32:10:697]	[RECV] _ACK
[23:32:13:600]	[RECV] _RDY
[23:32:13:600]	[OPER] End > ApproachForPlace, Result : Completed
[23:32:13:711]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 9
[23:32:13:715]	[SEND] PLACE 13 SLOT 1 ARM A
[23:32:13:784]	[RECV] _ACK
[23:32:18:308]	[RECV] _RDY
[23:32:18:309]	[OPER] End > Place, Result : Completed
[23:32:18:433]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:32:18:435]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[23:32:18:515]	[RECV] _ACK
[23:32:21:624]	[RECV] _RDY
[23:32:21:624]	[OPER] End > ApproachForPick, Result : Completed
[23:32:21:747]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:32:21:755]	[SEND] PICK 15 SLOT 1 ARM B
[23:32:21:824]	[RECV] _ACK
[23:32:24:930]	[RECV] _RDY
[23:32:24:930]	[OPER] End > Pick, Result : Completed
[23:32:25:064]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 7
[23:32:25:067]	[SEND] PLACE 11 SLOT 8 ARM B
[23:32:25:137]	[RECV] _ACK
[23:32:33:051]	[RECV] _RDY
[23:32:33:052]	[OPER] End > Place, Result : Completed
[23:32:33:068]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 10
[23:32:33:077]	[SEND] PICK 11 SLOT 11 ARM A
[23:32:33:145]	[RECV] _ACK
[23:32:39:612]	[RECV] _RDY
[23:32:39:613]	[OPER] End > Pick, Result : Completed
[23:32:39:749]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[23:32:39:751]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[23:32:39:829]	[RECV] _ACK
[23:32:42:732]	[RECV] _RDY
[23:32:42:733]	[OPER] End > ApproachForPlace, Result : Completed
[23:32:42:855]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 10
[23:32:42:859]	[SEND] PLACE 14 SLOT 1 ARM A
[23:32:42:929]	[RECV] _ACK
[23:32:47:449]	[RECV] _RDY
[23:32:47:449]	[OPER] End > Place, Result : Completed
[23:32:47:576]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:32:47:578]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[23:32:47:657]	[RECV] _ACK
[23:32:50:764]	[RECV] _RDY
[23:32:50:765]	[OPER] End > ApproachForPick, Result : Completed
[23:32:50:877]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:32:50:884]	[SEND] PICK 16 SLOT 1 ARM B
[23:32:50:951]	[RECV] _ACK
[23:32:54:039]	[RECV] _RDY
[23:32:54:040]	[OPER] End > Pick, Result : Completed
[23:32:54:171]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 4
[23:32:54:175]	[SEND] PLACE 9 SLOT 5 ARM B
[23:32:54:242]	[RECV] _ACK
[23:33:02:159]	[RECV] _RDY
[23:33:02:161]	[OPER] End > Place, Result : Completed
[23:33:02:177]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 10
[23:33:02:185]	[SEND] PICK 4 SLOT 11 ARM A
[23:33:02:253]	[RECV] _ACK
[23:33:09:265]	[RECV] _RDY
[23:33:09:266]	[OPER] End > Pick, Result : Completed
[23:33:09:398]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[23:33:09:400]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[23:33:09:478]	[RECV] _ACK
[23:33:12:381]	[RECV] _RDY
[23:33:12:381]	[OPER] End > ApproachForPlace, Result : Completed
[23:33:12:490]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 10
[23:33:12:494]	[SEND] PLACE 13 SLOT 1 ARM A
[23:33:12:564]	[RECV] _ACK
[23:33:17:075]	[RECV] _RDY
[23:33:17:076]	[OPER] End > Place, Result : Completed
[23:33:17:202]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:33:17:204]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[23:33:17:283]	[RECV] _ACK
[23:33:20:395]	[RECV] _RDY
[23:33:20:395]	[OPER] End > ApproachForPick, Result : Completed
[23:33:20:513]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:33:20:521]	[SEND] PICK 15 SLOT 1 ARM B
[23:33:20:589]	[RECV] _ACK
[23:33:23:697]	[RECV] _RDY
[23:33:23:698]	[OPER] End > Pick, Result : Completed
[23:33:23:821]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 8
[23:33:23:826]	[SEND] PLACE 11 SLOT 9 ARM B
[23:33:23:894]	[RECV] _ACK
[23:33:31:812]	[RECV] _RDY
[23:33:31:814]	[OPER] End > Place, Result : Completed
[23:33:31:829]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 11
[23:33:31:837]	[SEND] PICK 11 SLOT 12 ARM A
[23:33:31:906]	[RECV] _ACK
[23:33:38:359]	[RECV] _RDY
[23:33:38:362]	[OPER] End > Pick, Result : Completed
[23:33:38:496]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[23:33:38:498]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[23:33:38:578]	[RECV] _ACK
[23:33:41:480]	[RECV] _RDY
[23:33:41:481]	[OPER] End > ApproachForPlace, Result : Completed
[23:33:41:598]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 11
[23:33:41:602]	[SEND] PLACE 14 SLOT 1 ARM A
[23:33:41:671]	[RECV] _ACK
[23:33:46:192]	[RECV] _RDY
[23:33:46:193]	[OPER] End > Place, Result : Completed
[23:33:46:318]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:33:46:320]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[23:33:46:399]	[RECV] _ACK
[23:33:49:507]	[RECV] _RDY
[23:33:49:507]	[OPER] End > ApproachForPick, Result : Completed
[23:33:49:626]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:33:49:633]	[SEND] PICK 16 SLOT 1 ARM B
[23:33:49:699]	[RECV] _ACK
[23:33:52:807]	[RECV] _RDY
[23:33:52:808]	[OPER] End > Pick, Result : Completed
[23:33:52:935]	[OPER] Start> Place, Arm : LowerArm, Location : LP3, Slot : 5
[23:33:52:939]	[SEND] PLACE 9 SLOT 6 ARM B
[23:33:53:006]	[RECV] _ACK
[23:34:00:920]	[RECV] _RDY
[23:34:00:921]	[OPER] End > Place, Result : Completed
[23:34:00:937]	[OPER] Start> Pick, Arm : UpperArm, Location : LP4, Slot : 11
[23:34:00:945]	[SEND] PICK 4 SLOT 12 ARM A
[23:34:01:012]	[RECV] _ACK
[23:34:08:025]	[RECV] _RDY
[23:34:08:027]	[OPER] End > Pick, Result : Completed
[23:34:08:157]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.SortInput, Slot : 0
[23:34:08:160]	[SEND] GOTO N 13 R RE Z UP SLOT 1 ARM A
[23:34:08:240]	[RECV] _ACK
[23:34:11:143]	[RECV] _RDY
[23:34:11:143]	[OPER] End > ApproachForPlace, Result : Completed
[23:34:11:256]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.SortInput, Slot : 11
[23:34:11:260]	[SEND] PLACE 13 SLOT 1 ARM A
[23:34:11:330]	[RECV] _ACK
[23:34:15:830]	[RECV] _RDY
[23:34:15:830]	[OPER] End > Place, Result : Completed
[23:34:15:966]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:34:15:968]	[SEND] GOTO N 15 R RE Z DN SLOT 1 ARM B
[23:34:16:046]	[RECV] _ACK
[23:34:19:157]	[RECV] _RDY
[23:34:19:158]	[OPER] End > ApproachForPick, Result : Completed
[23:34:19:276]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.CoreOutput, Slot : 0
[23:34:19:284]	[SEND] PICK 15 SLOT 1 ARM B
[23:34:19:350]	[RECV] _ACK
[23:34:22:456]	[RECV] _RDY
[23:34:22:458]	[OPER] End > Pick, Result : Completed
[23:34:22:581]	[OPER] Start> Place, Arm : LowerArm, Location : LP5, Slot : 9
[23:34:22:585]	[SEND] PLACE 11 SLOT 10 ARM B
[23:34:22:656]	[RECV] _ACK
[23:34:30:571]	[RECV] _RDY
[23:34:30:572]	[OPER] End > Place, Result : Completed
[23:34:30:587]	[OPER] Start> Pick, Arm : UpperArm, Location : LP5, Slot : 12
[23:34:30:595]	[SEND] PICK 11 SLOT 13 ARM A
[23:34:30:664]	[RECV] _ACK
[23:34:37:522]	[RECV] _RDY
[23:34:37:522]	[OPER] End > Pick, Result : Completed
[23:34:37:660]	[OPER] Start> ApproachForPlace, Arm : UpperArm, Location : PM1.CoreInput, Slot : 0
[23:34:37:662]	[SEND] GOTO N 14 R RE Z UP SLOT 1 ARM A
[23:34:37:741]	[RECV] _ACK
[23:34:40:643]	[RECV] _RDY
[23:34:40:644]	[OPER] End > ApproachForPlace, Result : Completed
[23:34:40:753]	[OPER] Start> Place, Arm : UpperArm, Location : PM1.CoreInput, Slot : 12
[23:34:40:757]	[SEND] PLACE 14 SLOT 1 ARM A
[23:34:40:827]	[RECV] _ACK
[23:34:45:337]	[RECV] _RDY
[23:34:45:338]	[OPER] End > Place, Result : Completed
[23:34:45:465]	[OPER] Start> ApproachForPick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
[23:34:45:467]	[SEND] GOTO N 16 R RE Z DN SLOT 1 ARM B
[23:34:45:550]	[RECV] _ACK
[23:34:48:657]	[RECV] _RDY
[23:34:48:657]	[OPER] End > ApproachForPick, Result : Completed
[23:34:48:768]	[OPER] Start> Pick, Arm : LowerArm, Location : PM1.SortOutput, Slot : 0
